timestep,sim_simulation_time,sim_dt_physics,sim_battery_age_factor,sim_battery_time_accel,sim_speed,sim_throttle,sim_front_rpm,sim_rear_rpm,sim_range,sim_battery_degradation,sim_battery_soh,sim_battery_temp,sim_battery_temp_std,sim_battery_soc,sim_battery_curr,sim_battery_cooling_temp,carla_steering,carla_roll,carla_pitch,carla_yaw,carla_env_temp,carla_traffic_light
2.645596221089363,0.05,0.05,5,5.162790214343387,0.0,0,0,0,500,0.004608299364110518,0.9953917006358894,25,5.99182245303757e-14,1,-2.306056791078894e-06,25.004999999999995,0.15000000596046448,0.0,0.0,179.999755859375,40.07240293510149,0
2.695596221834421,0.1,0.05,5,5.162793107861905,0.0,0,0,0,500,0.004608300477171959,0.995391699522828,25.00000208371773,5.99182245303757e-14,0.9999999999996851,-2.306056791090157e-06,25.00501017603858,0.012915175408124924,0.0,0.0,179.999755859375,40.07240293510149,0
2.745596222579479,0.15,0.05000000000000002,5,5.1627960013804275,0.0,0,0,0,500,0.004608301590270272,0.9953916984097297,25.00000416807984,5.99182245303757e-14,0.9999999999993712,-2.3060567911014236e-06,25.005019876139272,0.05768606811761856,0.0,0.0,179.999755859375,40.07240293510149,0
2.7955962233245373,0.2,0.04999999999999999,5,5.162798894898946,0.0,0,0,0,500,0.004608302703394718,0.9953916972966053,25.000006252899993,5.99182245303757e-14,0.999999999999057,-2.306056791112693e-06,25.005029121783366,0.05768606811761856,0.0,0.0,179.999755859375,40.07240293510149,0
2.8455962240695953,0.25,0.04999999999999999,5,5.1628017884174655,0.0,0,0,0,500,0.0046083038165346,0.9953916961834653,25.000008337992654,5.99182245303757e-14,0.9999999999987428,-2.306056791123964e-06,25.00503794557062,0.05768606811761856,0.0,0.0,179.999755859375,40.07240293510149,0
2.8955962248146534,0.3,0.050000000000000044,5,5.162804681935984,0.0,0,0,0,500,0.004608304929680755,0.9953916950703192,25.000010423198773,5.99182245303757e-14,0.9999999999981151,-4.612090514612493e-06,25.005046358614663,0.05768606811761856,0.0,0.0,179.999755859375,40.07240293510149,0
2.9455962255597115,0.35,0.04999999999999999,5,5.162807575454501,0.0,0,0,0,500,0.004608306042824235,0.9953916939571757,25.00001250835868,5.99182245303757e-14,0.9999999999974875,-4.6120905146346415e-06,25.005054379462877,0.05768606811761856,0.0,0.0,179.999755859375,40.07240293510149,0
2.9955962263047695,0.4,0.04999999999999999,5,5.162810468973025,0.0,0,0,0,500,0.00460830715595612,0.9953916928440438,25.000014593321964,0,0.9999999997034981,-0.0021681957154718093,25.00506202602776,0.05768606811761856,0.0,0.0,179.999755859375,40.07240293510149,0
3.0455962270498276,0.45,0.04999999999999999,5,5.162813362491543,0.0,0,0,0,500,0.00460830826930793,0.9953916917306921,25.000016677940778,5.99182245303757e-14,0.9999999994082648,-0.0021681957156351166,25.005069315493813,0.05768606811761856,0.0,0.0,179.999755859375,40.07240293510149,0
3.0955962277948856,0.5,0.04999999999999999,5,5.162816256010061,0.06683674160671434,0.0003848190126895728,1.9805393105100473,1.97796663132362,500,0.0046083093852138275,0.9953916906147862,25.00001880688012,5.99182245303757e-14,0.9999999579714427,-0.30618127212762447,25.005076264284583,0.05768606811761856,-0.001373291015625,0.008483094163239002,-179.9898223876953,40.07240293510149,0
3.1455962285399437,0.55,0.050000000000000044,5,5.162819149528582,0.1502549693613031,0.0008633469061672782,4.441974660984246,4.43864115976732,500,0.004608310536491614,0.9953916894635084,25.00002096432445,5.99182245303757e-14,0.9999999044372551,-0.3926446135724796,25.00508288823147,0.05738503485918045,-0.005920409690588713,0.04325558617711067,-179.92568969726562,40.07240293510149,0
3.1955962292850018,0.6,0.050000000000000044,5,5.162822043047095,0.2254619756522927,0.0012940998841073602,6.657040601718893,6.654118505677071,500,0.004608311697452452,0.9953916883025475,25.00002312333862,0,0.9999998500337354,-0.3931422640176644,25.005089202807312,0.05565020442008972,-0.009307858534157276,0.07378652691841125,-179.8212432861328,40.07240293510149,0
3.24559623003006,0.65,0.04999999999999993,5,5.162824936565611,0.4458524206046682,0.0025626685855194065,13.18720691856765,13.17361208074892,500,0.004608312924763028,0.995391687075237,25.000026432628772,0,0.9999996335125295,-1.612209736129774,25.005095473736844,0.053206782788038254,-0.010803221724927425,0.09130596369504929,-179.69674682617188,40.07240293510149,0
3.295596230775118,0.7,0.050000000000000044,5,5.162827830084124,1.0342600424113093,0.005977726487187512,30.809997295121157,30.69204041334673,500,0.004608315398318583,0.9953916846016814,25.00004901867152,5.99182245303757e-14,0.9999987486911323,-7.583982897849652,25.005102066577592,0.0505443699657917,-0.011322021484375,0.09821811318397522,-179.55169677734375,40.07240293510149,0
3.345596231520176,0.75,0.04999999999999993,5,5.162830723602643,1.706218278543087,0.009876779701988615,50.839753478724305,50.761202208854314,500,0.004608319905792995,0.995391680094207,25.00009539909945,0,0.9999974428674384,-11.027045011403894,25.005109191467,0.047452736645936966,-0.011199951171875,0.09942705929279327,-179.3970489501953,40.07240293510149,0
3.395596232265234,0.8,0.050000000000000044,5,5.162833617121168,2.3797691901842613,0.01377576147582697,70.90937922352477,70.79981886479916,500,0.004608326536533767,0.9953916734634662,25.000171991703837,5.99182245303757e-14,0.9999957465480036,-13.890126015742169,25.00511703915498,0.04428651183843613,-0.010925290174782276,0.0982932448387146,-179.23609924316406,40.07240293510149,0
3.445596233010292,0.85,0.050000000000000044,5,5.162836510639689,3.0533028943654656,0.017674643643994816,90.97849226224984,90.83792359926596,500,0.004608335676828812,0.9953916643231712,25.000286614797687,5.99182245303757e-14,0.9999936595962048,-16.76468875479101,25.005125763649175,0.0410194955766201,-0.010437010787427425,0.09544505923986435,-179.07208251953125,40.07240293510149,0
3.49559623375535,0.9,0.04999999999999993,5,5.162839404158204,3.726814493463686,0.021573397858149497,111.0469466781064,110.87537071476568,500,0.004608347795449988,0.9953916522045501,25.000447378813703,0,0.9999911804323003,-19.650853270066406,25.005135479336673,0.03774189576506615,-0.009918212890625,0.09172260761260986,-178.90859985351562,40.07240293510149,0
3.545596234500408,0.95,0.050000000000000044,5,5.162842297676722,4.4002991073208735,0.02547199587104909,131.11459707470908,130.91201503341,500,0.00460836336514338,0.9953916366348566,25.000662462254525,5.99182245303757e-14,0.9999883074600051,-22.54874210031722,25.005146076880067,0.034515656530857086,-0.009368896484375,0.08780207484960556,-178.74781799316406,40.07240293510149,0
