timestep,sim_simulation_time,sim_dt_physics,sim_battery_age_factor,sim_battery_time_accel,sim_speed,sim_throttle,sim_front_rpm,sim_rear_rpm,sim_range,sim_battery_degradation,sim_battery_soh,sim_battery_temp,sim_battery_temp_std,sim_battery_soc,sim_battery_curr,sim_battery_cooling_temp,carla_steering,carla_roll,carla_pitch,carla_yaw,carla_env_temp,carla_traffic_light,P_pack_W,C_rate,P_loss_W,E_kWh_cum,distance_km_cum,Wh_per_km_mask,Wh_per_km_inst,Wh_per_km_rolling_mask,Wh_per_km_rolling,T_hot_proxy
2.657031062990427,0.05,0.05,5,1095.0000028935185,0.0,0.0,0.0,0.0,500.0,0.0691332010736361,0.930866798926364,25.0,5.99182245303757e-14,1.0,-0.217876175753869,25.004999999999995,0.0006155604496598,0.0,0.0,0.0863059610128402,29.704718442219047,0,-100.48746953559872,0.003822389048313491,0.0004083846505496081,-1.3956592991055379e-06,0.0,0.0,0.0,1.0,0.0,25.03014624086068
2.707031063735485,0.1,0.05,5,1095.000005787037,0.264407641591982,0.0015229026286457,7.840487106772558,7.82575832773193,500.0,0.0691332015394183,0.9308667984605816,25.00000367090149,5.99182245303757e-14,0.9999997557806616,-1.9542931928648577,25.005003176241477,-0.0001757331192493,0.0,0.0,0.0863059610128402,29.704718442219047,0,-901.3466661132527,0.03428584548885715,0.03285711026568381,-1.3914362995122937e-05,3.6723283554441947e-06,1.0,-340.8928201493347,1.0,-0.012518703696017399,25.270407670735466
2.757031064480543,0.15,0.05,5,1095.0000086805555,0.511367354158136,0.0029401811154072,15.131130103546338,15.11328246100546,500.0,0.0691332022236276,0.9308667977763724,25.00000761015565,0.0,0.9999994871428444,-1.9748454434254377,25.005006208294787,0.0,0.0,0.0,0.0863059610128402,29.704718442219047,0,-910.8255777596439,0.03464641128816557,0.03355182555576722,-2.656471824178466e-05,1.077465271875164e-05,1.0,-178.1157069088104,1.0,-0.025169058942679123,25.273255283483543
2.807031065225601,0.2,0.0499999999999999,5,1095.000011574074,0.9940643442150744,0.0057348265334463,29.54715122265009,29.45307538402968,500.0,0.0691332042338404,0.9308667957661596,25.00002533010985,5.99182245303757e-14,0.999998712239082,-6.196941136128953,25.00500910474153,0.0,0.0,0.0,0.0863059610128402,29.704718442219047,0,-2858.11293247844,0.10871826554612199,0.3303731089168775,-6.626073119287402e-05,2.4581101943960977e-05,1.0,-287.5179005374387,1.0,-0.06486507189376849,25.85745920985338
2.8570310659706597,0.25,0.0499999999999999,5,1095.0000144675926,1.6064561969637214,0.0092873177312776,47.85737050267201,47.69283170449457,500.0,0.0691332087841579,0.930866791215842,25.00006461730436,5.99182245303757e-14,0.9999975140746,-9.83116309937927,25.00501187274517,0.0,0.0,0.0,0.0863059610128402,29.704718442219047,0,-4534.263699759976,0.17247654560314507,0.8314952840359241,-0.00012923661591176245,4.6892993568457066e-05,1.0,-282.252557419863,1.0,-0.12784095661265693,26.360343727232355
2.9070310667157173,0.3,0.05,5,1095.000017361111,2.2779325658868226,0.0131850666679332,67.87399444726954,67.76010417594749,500.0,0.0691332168339153,0.9308667831660846,25.00013613772109,5.99182245303757e-14,0.9999958768149628,-13.37875855000801,25.005014517920813,0.0,0.0,0.0,0.0863059610128402,29.704718442219047,0,-6170.4593474278845,0.2347150622808423,1.539861611808992,-0.0002149374401815942,7.853094587244072e-05,1.0,-270.8798074110531,1.0,-0.21354178088248868,26.851273941949454
2.957031067460776,0.35,0.0499999999999999,5,1095.0000202546296,2.598300061694536,0.0149486098078739,76.94398077666398,76.8295026883676,500.0,0.069133220911989,0.930866779088011,25.000162213217607,5.99182245303757e-14,0.9999949277155136,-6.1318398978792334,25.005017050267952,0.0,0.0,0.0,0.0863059610128402,29.704718442219047,0,-2828.0844527101776,0.1075761385592848,0.3234682809499119,-0.00025421639091367993,0.0001146184467293092,1.0,-108.84364336526178,1.0,-0.25282073161457436,25.84858754903066
3.007031068205833,0.4,0.0499999999999999,5,1095.000023148148,2.213647595738668,0.0126089896774648,65.24380763321028,64.54805137227588,500.0,0.0691332219066454,0.9308667780933546,25.00016455917472,0.0,0.9999948704394084,-0.21787649921688,25.00501947866257,0.0,0.0,0.0,0.0863059610128402,29.704718442219047,0,-100.48747858951528,0.003822394723103158,0.0004083860193743959,-0.0002556120503385343,0.00014536355222567954,1.0,-4.539452385418366,1.0,-0.2542163910394287,25.030310802751575
3.0570310689508915,0.45,0.0499999999999999,5,1095.0000260416666,1.647737111415608,0.0040787506861242,48.56486706847331,0.2851058737628628,500.0,0.0691332222144483,0.9308667777855516,25.000166585397324,5.99182245303757e-14,0.999994840772132,-0.217876481446582,25.00502181618367,0.0,0.0,0.0,0.0863059610128402,29.704718442219047,0,-100.48746958341654,0.003822394411343544,0.0004083859546810835,-0.0002570077096383039,0.0001682487898842296,1.0,-6.09851346353943,1.0,-0.25561205033919837,25.030312826272347
3.1070310696959496,0.5,0.0499999999999999,5,1095.0000289351851,1.0823006156662376,0.0027194344669755,31.89937691822266,0.550377514112969,500.0,0.0691332225220164,0.9308667774779836,25.00016860917583,5.99182245303757e-14,0.999994811102268,-0.2178977896772567,25.005024080819,0.0,-6.103515261202119e-05,0.0084967548027634,0.0860102772712707,29.704718442219047,0,-100.49729640644019,0.003822768239951872,0.00040846584046725856,-0.0002584035054217267,0.00018328074287959402,1.0,-9.285525199907285,1.0,-0.2570078461226211,25.030317798097762
